countryname,iso3,year,region,protracted_crisis,variable,unit,value_precise,value_fixed
Seychelles,SYC,2018,Sub-Saharan Africa,,Total_Climate_Share,percentage_share,0%,0
Seychelles,SYC,2019,Sub-Saharan Africa,,Total_Climate_Share,percentage_share,0%,0
Seychelles,SYC,2020,Sub-Saharan Africa,,Total_Climate_Share,percentage_share,0%,0
Seychelles,SYC,2021,Sub-Saharan Africa,,Total_Climate_Share,percentage_share,0%,0
Seychelles,SYC,2022,Sub-Saharan Africa,,Total_Climate_Share,percentage_share,0%,0
Syrian Arab Republic,SYR,2017,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0%,0
Syrian Arab Republic,SYR,2018,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.01%,0.01
Syrian Arab Republic,SYR,2019,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0%,0
Syrian Arab Republic,SYR,2020,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.05%,0.05
Syrian Arab Republic,SYR,2021,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.07%,0.07
Syrian Arab Republic,SYR,2022,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.05%,0.05
Chad,TCD,2017,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.87%,1.87
Chad,TCD,2018,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.28%,1.28
Chad,TCD,2019,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2.69%,2.69
Chad,TCD,2020,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.52%,1.52
Chad,TCD,2021,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2.75%,2.75
Chad,TCD,2022,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.88%,1.88
Togo,TGO,2017,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,0.71%,0.71
Togo,TGO,2018,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,1.29%,1.29
Togo,TGO,2019,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,0.64%,0.64
Togo,TGO,2020,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,0.91%,0.91
Togo,TGO,2021,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,4.51%,4.51
Togo,TGO,2022,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,3.1%,3.1
Thailand,THA,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,1.63%,1.63
Thailand,THA,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.8%,0.8
Thailand,THA,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,2.39%,2.39
Thailand,THA,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,2.25%,2.25
Thailand,THA,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,2.29%,2.29
Thailand,THA,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,19.25%,19.25
Tajikistan,TJK,2017,Europe & Central Asia,"",Total_Climate_Share,percentage_share,6.97%,6.97
Tajikistan,TJK,2018,Europe & Central Asia,"",Total_Climate_Share,percentage_share,10.88%,10.88
Tajikistan,TJK,2019,Europe & Central Asia,"",Total_Climate_Share,percentage_share,1.57%,1.57
Tajikistan,TJK,2020,Europe & Central Asia,"",Total_Climate_Share,percentage_share,0.33%,0.33
Tajikistan,TJK,2021,Europe & Central Asia,"",Total_Climate_Share,percentage_share,1.3%,1.3
Tajikistan,TJK,2022,Europe & Central Asia,"",Total_Climate_Share,percentage_share,2.5%,2.5
Tokelau,TKL,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,1.92%,1.92
Tokelau,TKL,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.36%,0.36
Tokelau,TKL,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,10.18%,10.18
Tokelau,TKL,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,10.5%,10.5
Tokelau,TKL,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.95%,0.95
Tokelau,TKL,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,3.35%,3.35
Turkmenistan,TKM,2017,Europe & Central Asia,"",Total_Climate_Share,percentage_share,0%,0
Turkmenistan,TKM,2018,Europe & Central Asia,"",Total_Climate_Share,percentage_share,0.26%,0.26
Turkmenistan,TKM,2019,Europe & Central Asia,"",Total_Climate_Share,percentage_share,0%,0
Turkmenistan,TKM,2020,Europe & Central Asia,"",Total_Climate_Share,percentage_share,0%,0
Turkmenistan,TKM,2021,Europe & Central Asia,"",Total_Climate_Share,percentage_share,0%,0
Turkmenistan,TKM,2022,Europe & Central Asia,"",Total_Climate_Share,percentage_share,0.03%,0.03
Timor-Leste,TLS,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,6.23%,6.23
Timor-Leste,TLS,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,12.12%,12.12
Timor-Leste,TLS,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,1.97%,1.97
Timor-Leste,TLS,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,5.07%,5.07
Timor-Leste,TLS,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,4.34%,4.34
Timor-Leste,TLS,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,5.29%,5.29
Tonga,TON,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,10.73%,10.73
Tonga,TON,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,15.98%,15.98
Tonga,TON,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,4.09%,4.09
Tonga,TON,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,3.34%,3.34
Tonga,TON,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,4.56%,4.56
Tonga,TON,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,1.83%,1.83
Tunisia,TUN,2017,Middle East & North Africa,"",Total_Climate_Share,percentage_share,8.4%,8.4
Tunisia,TUN,2018,Middle East & North Africa,"",Total_Climate_Share,percentage_share,8.92%,8.92
Tunisia,TUN,2019,Middle East & North Africa,"",Total_Climate_Share,percentage_share,13.64%,13.64
Tunisia,TUN,2020,Middle East & North Africa,"",Total_Climate_Share,percentage_share,8.82%,8.82
Tunisia,TUN,2021,Middle East & North Africa,"",Total_Climate_Share,percentage_share,6.59%,6.59
Tunisia,TUN,2022,Middle East & North Africa,"",Total_Climate_Share,percentage_share,7.86%,7.86
Türkiye,TUR,2017,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,8.67%,8.67
Türkiye,TUR,2018,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,1.42%,1.42
Türkiye,TUR,2019,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,7.01%,7.01
Türkiye,TUR,2020,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,6.32%,6.32
Türkiye,TUR,2021,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,5.69%,5.69
Türkiye,TUR,2022,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,6.61%,6.61
Tuvalu,TUV,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,2.59%,2.59
Tuvalu,TUV,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,5.17%,5.17
Tuvalu,TUV,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.87%,0.87
Tuvalu,TUV,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.24%,0.24
Tuvalu,TUV,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,3.61%,3.61
Tuvalu,TUV,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,2.72%,2.72
Tanzania,TZA,2017,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,1.7%,1.7
Tanzania,TZA,2018,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2.27%,2.27
Tanzania,TZA,2019,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2.26%,2.26
Tanzania,TZA,2020,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.95%,1.95
Tanzania,TZA,2021,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2%,2
Tanzania,TZA,2022,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2.8%,2.8
Uganda,UGA,2017,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.59%,2.59
Uganda,UGA,2018,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2.89%,2.89
Uganda,UGA,2019,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2%,2
Uganda,UGA,2020,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.23%,1.23
Uganda,UGA,2021,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.64%,1.64
Uganda,UGA,2022,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,2.02%,2.02
Ukraine,UKR,2017,Europe & Central Asia,"",Total_Climate_Share,percentage_share,1.72%,1.72
Ukraine,UKR,2018,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,12.06%,12.06
Ukraine,UKR,2019,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,2.03%,2.03
Ukraine,UKR,2020,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,0.75%,0.75
Ukraine,UKR,2021,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,1.71%,1.71
Ukraine,UKR,2022,Europe & Central Asia,yes,Total_Climate_Share,percentage_share,0.25%,0.25
Uruguay,URY,2017,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.03%,0.03
Uruguay,URY,2018,Latin America & Caribbean,,Total_Climate_Share,percentage_share,0%,0
Uruguay,URY,2019,Latin America & Caribbean,,Total_Climate_Share,percentage_share,0%,0
Uruguay,URY,2020,Latin America & Caribbean,,Total_Climate_Share,percentage_share,0%,0
Uruguay,URY,2021,Latin America & Caribbean,,Total_Climate_Share,percentage_share,0%,0
Uruguay,URY,2022,Latin America & Caribbean,,Total_Climate_Share,percentage_share,0%,0
Uzbekistan,UZB,2017,Europe & Central Asia,"",Total_Climate_Share,percentage_share,27.71%,27.71
Uzbekistan,UZB,2018,Europe & Central Asia,"",Total_Climate_Share,percentage_share,15.85%,15.85
Uzbekistan,UZB,2019,Europe & Central Asia,"",Total_Climate_Share,percentage_share,27.08%,27.08
Uzbekistan,UZB,2020,Europe & Central Asia,"",Total_Climate_Share,percentage_share,16.67%,16.67
Uzbekistan,UZB,2021,Europe & Central Asia,"",Total_Climate_Share,percentage_share,2.59%,2.59
Uzbekistan,UZB,2022,Europe & Central Asia,"",Total_Climate_Share,percentage_share,9.74%,9.74
Saint Vincent and the Grenadines,VCT,2017,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,34.94%,34.94
Saint Vincent and the Grenadines,VCT,2018,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,24.64%,24.64
Saint Vincent and the Grenadines,VCT,2019,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,2.38%,2.38
Saint Vincent and the Grenadines,VCT,2020,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.6%,0.6
Saint Vincent and the Grenadines,VCT,2021,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.33%,0.33
Saint Vincent and the Grenadines,VCT,2022,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.24%,0.24
Venezuela,VEN,2017,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.6%,0.6
Venezuela,VEN,2018,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,1.56%,1.56
Venezuela,VEN,2019,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.34%,0.34
Venezuela,VEN,2020,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.81%,0.81
Venezuela,VEN,2021,Latin America & Caribbean,"",Total_Climate_Share,percentage_share,0.46%,0.46
Venezuela,VEN,2022,Latin America & Caribbean,yes,Total_Climate_Share,percentage_share,0.47%,0.47
Viet Nam,VNM,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,9.52%,9.52
Viet Nam,VNM,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,9.36%,9.36
Viet Nam,VNM,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,10.57%,10.57
Viet Nam,VNM,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,6.28%,6.28
Viet Nam,VNM,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,13.85%,13.85
Viet Nam,VNM,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,17.7%,17.7
Vanuatu,VUT,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,3.8%,3.8
Vanuatu,VUT,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,5.47%,5.47
Vanuatu,VUT,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,1.23%,1.23
Vanuatu,VUT,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.93%,0.93
Vanuatu,VUT,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,1.97%,1.97
Vanuatu,VUT,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,1.78%,1.78
Wallis and Futuna,WLF,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0%,0
Wallis and Futuna,WLF,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0%,0
Wallis and Futuna,WLF,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0%,0
Wallis and Futuna,WLF,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.01%,0.01
Wallis and Futuna,WLF,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0%,0
Wallis and Futuna,WLF,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.02%,0.02
Samoa,WSM,2017,East Asia & Pacific,"",Total_Climate_Share,percentage_share,5.62%,5.62
Samoa,WSM,2018,East Asia & Pacific,"",Total_Climate_Share,percentage_share,9.29%,9.29
Samoa,WSM,2019,East Asia & Pacific,"",Total_Climate_Share,percentage_share,4.05%,4.05
Samoa,WSM,2020,East Asia & Pacific,"",Total_Climate_Share,percentage_share,0.79%,0.79
Samoa,WSM,2021,East Asia & Pacific,"",Total_Climate_Share,percentage_share,2.86%,2.86
Samoa,WSM,2022,East Asia & Pacific,"",Total_Climate_Share,percentage_share,4.1%,4.1
Kosovo,XKX,2017,Europe & Central Asia,"",Total_Climate_Share,percentage_share,1.09%,1.09
Kosovo,XKX,2018,Europe & Central Asia,"",Total_Climate_Share,percentage_share,2.64%,2.64
Kosovo,XKX,2019,Europe & Central Asia,"",Total_Climate_Share,percentage_share,3.69%,3.69
Kosovo,XKX,2020,Europe & Central Asia,"",Total_Climate_Share,percentage_share,2.03%,2.03
Kosovo,XKX,2021,Europe & Central Asia,"",Total_Climate_Share,percentage_share,3.15%,3.15
Kosovo,XKX,2022,Europe & Central Asia,"",Total_Climate_Share,percentage_share,2.47%,2.47
Yemen,YEM,2017,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.01%,0.01
Yemen,YEM,2018,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0%,0
Yemen,YEM,2019,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.01%,0.01
Yemen,YEM,2020,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.06%,0.06
Yemen,YEM,2021,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.1%,0.1
Yemen,YEM,2022,Middle East & North Africa,yes,Total_Climate_Share,percentage_share,0.01%,0.01
South Africa,ZAF,2017,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.42%,2.42
South Africa,ZAF,2018,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,1.71%,1.71
South Africa,ZAF,2019,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.11%,2.11
South Africa,ZAF,2020,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.55%,2.55
South Africa,ZAF,2021,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,7.18%,7.18
South Africa,ZAF,2022,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,24.16%,24.16
Zambia,ZMB,2017,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,3.27%,3.27
Zambia,ZMB,2018,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,3.27%,3.27
Zambia,ZMB,2019,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,3.81%,3.81
Zambia,ZMB,2020,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,1.71%,1.71
Zambia,ZMB,2021,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,1.95%,1.95
Zambia,ZMB,2022,Sub-Saharan Africa,yes,Total_Climate_Share,percentage_share,1.33%,1.33
Zimbabwe,ZWE,2017,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,1.05%,1.05
Zimbabwe,ZWE,2018,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,1.05%,1.05
Zimbabwe,ZWE,2019,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.32%,2.32
Zimbabwe,ZWE,2020,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.05%,2.05
Zimbabwe,ZWE,2021,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.08%,2.08
Zimbabwe,ZWE,2022,Sub-Saharan Africa,"",Total_Climate_Share,percentage_share,2.36%,2.36
Afghanistan,AFG,2017,South Asia,yes,Total_Climate_USD,usd_millions,70.858638,70.86
Afghanistan,AFG,2018,South Asia,yes,Total_Climate_USD,usd_millions,36.084443,36.08
Afghanistan,AFG,2019,South Asia,yes,Total_Climate_USD,usd_millions,25.337829,25.34
Afghanistan,AFG,2020,South Asia,yes,Total_Climate_USD,usd_millions,24.226024,24.23
Afghanistan,AFG,2021,South Asia,yes,Total_Climate_USD,usd_millions,19.690688,19.69
Afghanistan,AFG,2022,South Asia,yes,Total_Climate_USD,usd_millions,10.737744,10.74
Angola,AGO,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.330606,1.33
Angola,AGO,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.874076,0.87
Angola,AGO,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.226306,2.23
Angola,AGO,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,5.248442,5.25
Angola,AGO,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,7.664409,7.66
Angola,AGO,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,2.060003,2.06
Albania,ALB,2017,Europe & Central Asia,"",Total_Climate_USD,usd_millions,12.24593,12.25
Albania,ALB,2018,Europe & Central Asia,"",Total_Climate_USD,usd_millions,45.108995,45.11
Albania,ALB,2019,Europe & Central Asia,"",Total_Climate_USD,usd_millions,5.707429,5.71
Albania,ALB,2020,Europe & Central Asia,"",Total_Climate_USD,usd_millions,12.617785,12.62
Albania,ALB,2021,Europe & Central Asia,"",Total_Climate_USD,usd_millions,11.324481,11.32
Albania,ALB,2022,Europe & Central Asia,"",Total_Climate_USD,usd_millions,15.978535,15.98
Argentina,ARG,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.069089,1.07
Argentina,ARG,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.979675,1.98
Argentina,ARG,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,2.914199,2.91
Argentina,ARG,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,3.254529,3.25
Argentina,ARG,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.692197,0.69
Argentina,ARG,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,8.714949,8.71
Armenia,ARM,2017,Europe & Central Asia,"",Total_Climate_USD,usd_millions,40.670798,40.67
Armenia,ARM,2018,Europe & Central Asia,"",Total_Climate_USD,usd_millions,14.702157,14.7
Armenia,ARM,2019,Europe & Central Asia,"",Total_Climate_USD,usd_millions,12.636713,12.64
Armenia,ARM,2020,Europe & Central Asia,"",Total_Climate_USD,usd_millions,21.241061,21.24
Armenia,ARM,2021,Europe & Central Asia,"",Total_Climate_USD,usd_millions,37.272619,37.27
Armenia,ARM,2022,Europe & Central Asia,"",Total_Climate_USD,usd_millions,52.983807,52.98
Antigua and Barbuda,ATG,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,2.518736,2.52
Antigua and Barbuda,ATG,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.188747,0.19
Antigua and Barbuda,ATG,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,9.818569,9.82
Antigua and Barbuda,ATG,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,3.152615,3.15
Antigua and Barbuda,ATG,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.055365,0.06
Antigua and Barbuda,ATG,2022,Latin America & Caribbean,,Total_Climate_USD,usd_millions,0,0
Azerbaijan,AZE,2017,Europe & Central Asia,"",Total_Climate_USD,usd_millions,0.056974,0.06
Azerbaijan,AZE,2018,Europe & Central Asia,"",Total_Climate_USD,usd_millions,0.032384,0.03
Azerbaijan,AZE,2019,Europe & Central Asia,"",Total_Climate_USD,usd_millions,55.095797,55.1
Azerbaijan,AZE,2020,Europe & Central Asia,"",Total_Climate_USD,usd_millions,35.537849,35.54
Azerbaijan,AZE,2021,Europe & Central Asia,"",Total_Climate_USD,usd_millions,38.584248,38.58
Azerbaijan,AZE,2022,Europe & Central Asia,"",Total_Climate_USD,usd_millions,0.910959,0.91
Burundi,BDI,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,3.459928,3.46
Burundi,BDI,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,3.84696,3.85
Burundi,BDI,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,12.458834,12.46
Burundi,BDI,2020,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,4.788714,4.79
Burundi,BDI,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,13.636428,13.64
Burundi,BDI,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,13.461831,13.46
Benin,BEN,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,29.814972,29.81
Benin,BEN,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,22.272458,22.27
Benin,BEN,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,9.590047,9.59
Benin,BEN,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,61.829399,61.83
Benin,BEN,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,40.696458,40.7
Benin,BEN,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,60.019025,60.02
Burkina Faso,BFA,2017,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,54.970253,54.97
Burkina Faso,BFA,2018,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,22.857042,22.86
Burkina Faso,BFA,2019,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,47.600214,47.6
Burkina Faso,BFA,2020,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,56.534892,56.53
Burkina Faso,BFA,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,68.620109,68.62
Burkina Faso,BFA,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,64.238896,64.24
Bangladesh,BGD,2017,South Asia,"",Total_Climate_USD,usd_millions,558.553129,558.55
Bangladesh,BGD,2018,South Asia,"",Total_Climate_USD,usd_millions,516.615732,516.62
Bangladesh,BGD,2019,South Asia,"",Total_Climate_USD,usd_millions,132.227223,132.23
Bangladesh,BGD,2020,South Asia,yes,Total_Climate_USD,usd_millions,140.176852,140.18
Bangladesh,BGD,2021,South Asia,yes,Total_Climate_USD,usd_millions,208.137442,208.14
Bangladesh,BGD,2022,South Asia,yes,Total_Climate_USD,usd_millions,696.008667,696.01
Bosnia and Herzegovina,BIH,2017,Europe & Central Asia,"",Total_Climate_USD,usd_millions,64.709509,64.71
Bosnia and Herzegovina,BIH,2018,Europe & Central Asia,"",Total_Climate_USD,usd_millions,22.636247,22.64
Bosnia and Herzegovina,BIH,2019,Europe & Central Asia,"",Total_Climate_USD,usd_millions,21.064639,21.06
Bosnia and Herzegovina,BIH,2020,Europe & Central Asia,"",Total_Climate_USD,usd_millions,45.713847,45.71
Bosnia and Herzegovina,BIH,2021,Europe & Central Asia,"",Total_Climate_USD,usd_millions,43.432959,43.43
Bosnia and Herzegovina,BIH,2022,Europe & Central Asia,"",Total_Climate_USD,usd_millions,8.150267,8.15
Belarus,BLR,2017,Europe & Central Asia,"",Total_Climate_USD,usd_millions,8.479106,8.48
Belarus,BLR,2018,Europe & Central Asia,"",Total_Climate_USD,usd_millions,3.875184,3.88
Belarus,BLR,2019,Europe & Central Asia,"",Total_Climate_USD,usd_millions,5.536364,5.54
Belarus,BLR,2020,Europe & Central Asia,"",Total_Climate_USD,usd_millions,1.314251,1.31
Belarus,BLR,2021,Europe & Central Asia,"",Total_Climate_USD,usd_millions,3.000068,3
Belarus,BLR,2022,Europe & Central Asia,"",Total_Climate_USD,usd_millions,0.101598,0.1
Belize,BLZ,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.895879,0.9
Belize,BLZ,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.831515,1.83
Belize,BLZ,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,2.623354,2.62
Belize,BLZ,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.756524,1.76
Belize,BLZ,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.58686,0.59
Belize,BLZ,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.276533,0.28
Bolivia,BOL,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,195.839137,195.84
Bolivia,BOL,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,69.891099,69.89
Bolivia,BOL,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,196.996376,197
Bolivia,BOL,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,65.233531,65.23
Bolivia,BOL,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,44.414769,44.41
Bolivia,BOL,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,53.61193,53.61
Brazil,BRA,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,197.277987,197.28
Brazil,BRA,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,245.947831,245.95
Brazil,BRA,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,188.472809,188.47
Brazil,BRA,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,231.291737,231.29
Brazil,BRA,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,362.245143,362.25
Brazil,BRA,2022,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,185.966437,185.97
Bhutan,BTN,2017,South Asia,"",Total_Climate_USD,usd_millions,10.517975,10.52
Bhutan,BTN,2018,South Asia,"",Total_Climate_USD,usd_millions,20.149196,20.15
Bhutan,BTN,2019,South Asia,"",Total_Climate_USD,usd_millions,16.950386,16.95
Bhutan,BTN,2020,South Asia,"",Total_Climate_USD,usd_millions,11.28807,11.29
Bhutan,BTN,2021,South Asia,"",Total_Climate_USD,usd_millions,1.780787,1.78
Bhutan,BTN,2022,South Asia,"",Total_Climate_USD,usd_millions,3.938007,3.94
