Donor,Year,Display,Series,Value
Spain,2019,Proportion,Multilateral organisations,0.37
Sweden,2019,Proportion,Multilateral organisations,0.31
Switzerland,2019,Proportion,Multilateral organisations,0.37
UAE,2019,Proportion,Multilateral organisations,0.84
UK,2019,Proportion,Multilateral organisations,0.48
US,2019,Proportion,Multilateral organisations,0.68
All donors,2019,Proportion,NGOs,0.14
Australia,2019,Proportion,NGOs,0.1
Belgium,2019,Proportion,NGOs,0.06
Canada,2019,Proportion,NGOs,0.19
Czech Republic,2019,Proportion,NGOs,0.03
Denmark,2019,Proportion,NGOs,0.19
EU institutions,2019,Proportion,NGOs,0.32
Finland,2019,Proportion,NGOs,0.09
France,2019,Proportion,NGOs,0.49
Germany,2019,Proportion,NGOs,0.11
Greece,2019,Proportion,NGOs,
Hungary,2019,Proportion,NGOs,
Iceland,2019,Proportion,NGOs,0
Ireland,2019,Proportion,NGOs,0.22
Italy,2019,Proportion,NGOs,0.04
Japan,2019,Proportion,NGOs,0.07
Korea,2019,Proportion,NGOs,0
Luxembourg,2019,Proportion,NGOs,0.26
Netherlands,2019,Proportion,NGOs,0.26
New Zealand,2019,Proportion,NGOs,0.02
Norway,2019,Proportion,NGOs,0.29
Poland,2019,Proportion,NGOs,0.28
Saudi Arabia,2019,Proportion,NGOs,0.01
Slovakia,2019,Proportion,NGOs,0
Slovenia,2019,Proportion,NGOs,0
Spain,2019,Proportion,NGOs,0.13
Sweden,2019,Proportion,NGOs,0.26
Switzerland,2019,Proportion,NGOs,0.14
UAE,2019,Proportion,NGOs,0
UK,2019,Proportion,NGOs,0.09
US,2019,Proportion,NGOs,0.13
All donors,2019,Proportion,RCRC,0.07
Australia,2019,Proportion,RCRC,0.13
Belgium,2019,Proportion,RCRC,0.15
Canada,2019,Proportion,RCRC,0.1
Czech Republic,2019,Proportion,RCRC,0.03
Denmark,2019,Proportion,RCRC,0.13
EU institutions,2019,Proportion,RCRC,0.12
Finland,2019,Proportion,RCRC,0.23
France,2019,Proportion,RCRC,0.07
Germany,2019,Proportion,RCRC,0.07
Greece,2019,Proportion,RCRC,
Hungary,2019,Proportion,RCRC,
Iceland,2019,Proportion,RCRC,0
Ireland,2019,Proportion,RCRC,0.15
Italy,2019,Proportion,RCRC,0.08
Japan,2019,Proportion,RCRC,0.04
Korea,2019,Proportion,RCRC,0.01
Luxembourg,2019,Proportion,RCRC,0.07
Netherlands,2019,Proportion,RCRC,0.06
New Zealand,2019,Proportion,RCRC,0.39
Norway,2019,Proportion,RCRC,0.19
Poland,2019,Proportion,RCRC,0
Saudi Arabia,2019,Proportion,RCRC,0
Slovakia,2019,Proportion,RCRC,0
Slovenia,2019,Proportion,RCRC,0.18
Spain,2019,Proportion,RCRC,0.3
Sweden,2019,Proportion,RCRC,0.16
Switzerland,2019,Proportion,RCRC,0.34
UAE,2019,Proportion,RCRC,0.11
UK,2019,Proportion,RCRC,0.05
US,2019,Proportion,RCRC,0.02
All donors,2019,Proportion,Public sector,0.04
Australia,2019,Proportion,Public sector,0.02
Belgium,2019,Proportion,Public sector,0
Canada,2019,Proportion,Public sector,0
Czech Republic,2019,Proportion,Public sector,0
Denmark,2019,Proportion,Public sector,0.01
EU institutions,2019,Proportion,Public sector,0
Finland,2019,Proportion,Public sector,0
France,2019,Proportion,Public sector,0.03
Germany,2019,Proportion,Public sector,0.12
Greece,2019,Proportion,Public sector,
Hungary,2019,Proportion,Public sector,
Iceland,2019,Proportion,Public sector,0
Ireland,2019,Proportion,Public sector,0
Italy,2019,Proportion,Public sector,0.32
Japan,2019,Proportion,Public sector,0.01
Korea,2019,Proportion,Public sector,0
Luxembourg,2019,Proportion,Public sector,0
Netherlands,2019,Proportion,Public sector,0
New Zealand,2019,Proportion,Public sector,0.03
Norway,2019,Proportion,Public sector,0
Poland,2019,Proportion,Public sector,0
Saudi Arabia,2019,Proportion,Public sector,0.21
Slovakia,2019,Proportion,Public sector,0
Slovenia,2019,Proportion,Public sector,0
Spain,2019,Proportion,Public sector,0
Sweden,2019,Proportion,Public sector,0.02
Switzerland,2019,Proportion,Public sector,0.06
UAE,2019,Proportion,Public sector,0
UK,2019,Proportion,Public sector,0.01
US,2019,Proportion,Public sector,0
All donors,2019,Proportion,Pooled fund,0.08
Australia,2019,Proportion,Pooled fund,0.07
Belgium,2019,Proportion,Pooled fund,0.34
Canada,2019,Proportion,Pooled fund,0.07
Czech Republic,2019,Proportion,Pooled fund,0.08
Denmark,2019,Proportion,Pooled fund,0.14
EU institutions,2019,Proportion,Pooled fund,0
Finland,2019,Proportion,Pooled fund,0.1
France,2019,Proportion,Pooled fund,0.06
Germany,2019,Proportion,Pooled fund,0.09
Greece,2019,Proportion,Pooled fund,
Hungary,2019,Proportion,Pooled fund,
Iceland,2019,Proportion,Pooled fund,0.19
Ireland,2019,Proportion,Pooled fund,0.34
Italy,2019,Proportion,Pooled fund,0.06
Japan,2019,Proportion,Pooled fund,0
Korea,2019,Proportion,Pooled fund,0.15
Luxembourg,2019,Proportion,Pooled fund,0.24
Netherlands,2019,Proportion,Pooled fund,0.43
New Zealand,2019,Proportion,Pooled fund,0.11
Norway,2019,Proportion,Pooled fund,0.16
Poland,2019,Proportion,Pooled fund,0.09
Saudi Arabia,2019,Proportion,Pooled fund,0
Slovakia,2019,Proportion,Pooled fund,0
Slovenia,2019,Proportion,Pooled fund,0
Spain,2019,Proportion,Pooled fund,0.17
Sweden,2019,Proportion,Pooled fund,0.25
Switzerland,2019,Proportion,Pooled fund,0.07
UAE,2019,Proportion,Pooled fund,0.01
UK,2019,Proportion,Pooled fund,0.31
US,2019,Proportion,Pooled fund,0
All donors,2019,Proportion,Not reported,0.09
Australia,2019,Proportion,Not reported,0.02
Belgium,2019,Proportion,Not reported,0.08
Canada,2019,Proportion,Not reported,0.05
Czech Republic,2019,Proportion,Not reported,0
Denmark,2019,Proportion,Not reported,0
EU institutions,2019,Proportion,Not reported,0.04
Finland,2019,Proportion,Not reported,0
France,2019,Proportion,Not reported,0.05
Germany,2019,Proportion,Not reported,0
Greece,2019,Proportion,Not reported,
Hungary,2019,Proportion,Not reported,
Iceland,2019,Proportion,Not reported,0
Ireland,2019,Proportion,Not reported,0
Italy,2019,Proportion,Not reported,0.02
Japan,2019,Proportion,Not reported,0
Korea,2019,Proportion,Not reported,0
Luxembourg,2019,Proportion,Not reported,0.06
Netherlands,2019,Proportion,Not reported,0
New Zealand,2019,Proportion,Not reported,0
Norway,2019,Proportion,Not reported,0
Poland,2019,Proportion,Not reported,0
Saudi Arabia,2019,Proportion,Not reported,0.35
Slovakia,2019,Proportion,Not reported,0
Slovenia,2019,Proportion,Not reported,0
Spain,2019,Proportion,Not reported,0.02
Sweden,2019,Proportion,Not reported,0
Switzerland,2019,Proportion,Not reported,0.02
UAE,2019,Proportion,Not reported,0.02
UK,2019,Proportion,Not reported,0.05
US,2019,Proportion,Not reported,0.17
All donors,2019,Proportion,Other,0.01
Australia,2019,Proportion,Other,0.01
Belgium,2019,Proportion,Other,0
Canada,2019,Proportion,Other,0
Czech Republic,2019,Proportion,Other,0
Denmark,2019,Proportion,Other,0
EU institutions,2019,Proportion,Other,0
Finland,2019,Proportion,Other,0
France,2019,Proportion,Other,0.03
Germany,2019,Proportion,Other,0
Greece,2019,Proportion,Other,
Hungary,2019,Proportion,Other,
Iceland,2019,Proportion,Other,0
Ireland,2019,Proportion,Other,0
Italy,2019,Proportion,Other,0
Japan,2019,Proportion,Other,0
Korea,2019,Proportion,Other,0
Luxembourg,2019,Proportion,Other,0.01
Netherlands,2019,Proportion,Other,0.01
New Zealand,2019,Proportion,Other,0
Norway,2019,Proportion,Other,0
Poland,2019,Proportion,Other,0.14
Saudi Arabia,2019,Proportion,Other,0.02
Slovakia,2019,Proportion,Other,0
Slovenia,2019,Proportion,Other,0
Spain,2019,Proportion,Other,0
Sweden,2019,Proportion,Other,0
Switzerland,2019,Proportion,Other,0
UAE,2019,Proportion,Other,0.01
UK,2019,Proportion,Other,0.01
US,2019,Proportion,Other,0.01
All donors,2020,Proportion,Multilateral organisations,0.61
Australia,2020,Proportion,Multilateral organisations,0.63
Belgium,2020,Proportion,Multilateral organisations,0.37
Canada,2020,Proportion,Multilateral organisations,0.64
Czech Republic,2020,Proportion,Multilateral organisations,0.67
Denmark,2020,Proportion,Multilateral organisations,0.44
EU institutions,2020,Proportion,Multilateral organisations,0.42
Finland,2020,Proportion,Multilateral organisations,0.63
France,2020,Proportion,Multilateral organisations,0.36
Germany,2020,Proportion,Multilateral organisations,0.65
Greece,2020,Proportion,Multilateral organisations,0.97
Hungary,2020,Proportion,Multilateral organisations,1
Iceland,2020,Proportion,Multilateral organisations,0.73
Ireland,2020,Proportion,Multilateral organisations,0.46
Italy,2020,Proportion,Multilateral organisations,0.48
Japan,2020,Proportion,Multilateral organisations,0.74
Korea,2020,Proportion,Multilateral organisations,0.82
Luxembourg,2020,Proportion,Multilateral organisations,0.28
Netherlands,2020,Proportion,Multilateral organisations,0.34
New Zealand,2020,Proportion,Multilateral organisations,0.31
Norway,2020,Proportion,Multilateral organisations,0.41
Poland,2020,Proportion,Multilateral organisations,0.49
Saudi Arabia,2020,Proportion,Multilateral organisations,0.69
Slovakia,2020,Proportion,Multilateral organisations,0.56
Slovenia,2020,Proportion,Multilateral organisations,0.32
Spain,2020,Proportion,Multilateral organisations,0.5
Sweden,2020,Proportion,Multilateral organisations,0.55
Switzerland,2020,Proportion,Multilateral organisations,0.47
UAE,2020,Proportion,Multilateral organisations,0.09
UK,2020,Proportion,Multilateral organisations,0.63
US,2020,Proportion,Multilateral organisations,0.68
All donors,2020,Proportion,NGOs,0.19
Australia,2020,Proportion,NGOs,0.12
Belgium,2020,Proportion,NGOs,0.11
Canada,2020,Proportion,NGOs,0.17
Czech Republic,2020,Proportion,NGOs,0.33
Denmark,2020,Proportion,NGOs,0.21
EU institutions,2020,Proportion,NGOs,0.26
Finland,2020,Proportion,NGOs,0.09
France,2020,Proportion,NGOs,0.47
Germany,2020,Proportion,NGOs,0.1
Greece,2020,Proportion,NGOs,0
Hungary,2020,Proportion,NGOs,0
Iceland,2020,Proportion,NGOs,0
Ireland,2020,Proportion,NGOs,0.2
Italy,2020,Proportion,NGOs,0.03
Japan,2020,Proportion,NGOs,0.02
Korea,2020,Proportion,NGOs,0
Luxembourg,2020,Proportion,NGOs,0.26
Netherlands,2020,Proportion,NGOs,0.26
New Zealand,2020,Proportion,NGOs,0.06
Norway,2020,Proportion,NGOs,0.29
Poland,2020,Proportion,NGOs,0.16
Saudi Arabia,2020,Proportion,NGOs,0.05
Slovakia,2020,Proportion,NGOs,0.44
Slovenia,2020,Proportion,NGOs,0
Spain,2020,Proportion,NGOs,0.19
Sweden,2020,Proportion,NGOs,0.17
Switzerland,2020,Proportion,NGOs,0.16
UAE,2020,Proportion,NGOs,0.08
UK,2020,Proportion,NGOs,0.14
US,2020,Proportion,NGOs,0.27
All donors,2020,Proportion,RCRC,0.07
Australia,2020,Proportion,RCRC,0.13
Belgium,2020,Proportion,RCRC,0.18
Canada,2020,Proportion,RCRC,0.1
Czech Republic,2020,Proportion,RCRC,0
Denmark,2020,Proportion,RCRC,0.11
EU institutions,2020,Proportion,RCRC,0.16
Finland,2020,Proportion,RCRC,0.16
France,2020,Proportion,RCRC,0.08
Germany,2020,Proportion,RCRC,0.06
Greece,2020,Proportion,RCRC,0
Hungary,2020,Proportion,RCRC,0
Iceland,2020,Proportion,RCRC,0
Ireland,2020,Proportion,RCRC,0.06
Italy,2020,Proportion,RCRC,0.12
Japan,2020,Proportion,RCRC,0.04
Korea,2020,Proportion,RCRC,0.02
Luxembourg,2020,Proportion,RCRC,0.28
Netherlands,2020,Proportion,RCRC,0.04
New Zealand,2020,Proportion,RCRC,0.1
Norway,2020,Proportion,RCRC,0.16
Poland,2020,Proportion,RCRC,0.08
Saudi Arabia,2020,Proportion,RCRC,0
Slovakia,2020,Proportion,RCRC,0
Slovenia,2020,Proportion,RCRC,0.16
Spain,2020,Proportion,RCRC,0.18
Sweden,2020,Proportion,RCRC,0.12
Switzerland,2020,Proportion,RCRC,0.15
UAE,2020,Proportion,RCRC,0.1
UK,2020,Proportion,RCRC,0.08
US,2020,Proportion,RCRC,0.02
All donors,2020,Proportion,Public sector,0.05
Australia,2020,Proportion,Public sector,0
Belgium,2020,Proportion,Public sector,0
Canada,2020,Proportion,Public sector,0
Czech Republic,2020,Proportion,Public sector,0
Denmark,2020,Proportion,Public sector,0
EU institutions,2020,Proportion,Public sector,0
Finland,2020,Proportion,Public sector,0
France,2020,Proportion,Public sector,0
Germany,2020,Proportion,Public sector,0.09
Greece,2020,Proportion,Public sector,0
Hungary,2020,Proportion,Public sector,0
Iceland,2020,Proportion,Public sector,0.03
Ireland,2020,Proportion,Public sector,0
Italy,2020,Proportion,Public sector,0.29
Japan,2020,Proportion,Public sector,0.18
Korea,2020,Proportion,Public sector,0
Luxembourg,2020,Proportion,Public sector,0
Netherlands,2020,Proportion,Public sector,0
New Zealand,2020,Proportion,Public sector,0.34
Norway,2020,Proportion,Public sector,0
Poland,2020,Proportion,Public sector,0
Saudi Arabia,2020,Proportion,Public sector,0.19
Slovakia,2020,Proportion,Public sector,0
Slovenia,2020,Proportion,Public sector,0
Spain,2020,Proportion,Public sector,0.02
Sweden,2020,Proportion,Public sector,0.02
Switzerland,2020,Proportion,Public sector,0.08
UAE,2020,Proportion,Public sector,0.71
UK,2020,Proportion,Public sector,0.01
US,2020,Proportion,Public sector,0
All donors,2020,Proportion,Pooled fund,0.05
Australia,2020,Proportion,Pooled fund,0.07
Belgium,2020,Proportion,Pooled fund,0.33
Canada,2020,Proportion,Pooled fund,0.08
Czech Republic,2020,Proportion,Pooled fund,0
Denmark,2020,Proportion,Pooled fund,0.19
EU institutions,2020,Proportion,Pooled fund,0
Finland,2020,Proportion,Pooled fund,0.12
France,2020,Proportion,Pooled fund,0.06
Germany,2020,Proportion,Pooled fund,0.08
Greece,2020,Proportion,Pooled fund,0.03
Hungary,2020,Proportion,Pooled fund,0
Iceland,2020,Proportion,Pooled fund,0.25
Ireland,2020,Proportion,Pooled fund,0.27
Italy,2020,Proportion,Pooled fund,0.07
Japan,2020,Proportion,Pooled fund,0
Korea,2020,Proportion,Pooled fund,0.16
Luxembourg,2020,Proportion,Pooled fund,0.18
Netherlands,2020,Proportion,Pooled fund,0.35
New Zealand,2020,Proportion,Pooled fund,0.17
Norway,2020,Proportion,Pooled fund,0.13
Poland,2020,Proportion,Pooled fund,0.04
Saudi Arabia,2020,Proportion,Pooled fund,0.03
Slovakia,2020,Proportion,Pooled fund,0
Slovenia,2020,Proportion,Pooled fund,0.04
Spain,2020,Proportion,Pooled fund,0.06
Sweden,2020,Proportion,Pooled fund,0.14
Switzerland,2020,Proportion,Pooled fund,0.11
UAE,2020,Proportion,Pooled fund,0.01
UK,2020,Proportion,Pooled fund,0.12
US,2020,Proportion,Pooled fund,0
All donors,2020,Proportion,Not reported,0.03
Australia,2020,Proportion,Not reported,0.04
Belgium,2020,Proportion,Not reported,0
Canada,2020,Proportion,Not reported,0
Czech Republic,2020,Proportion,Not reported,0
Denmark,2020,Proportion,Not reported,0.06
EU institutions,2020,Proportion,Not reported,0.15
Finland,2020,Proportion,Not reported,0
France,2020,Proportion,Not reported,0.02
Germany,2020,Proportion,Not reported,0.02
Greece,2020,Proportion,Not reported,0
Hungary,2020,Proportion,Not reported,0
Iceland,2020,Proportion,Not reported,0
Ireland,2020,Proportion,Not reported,0
Italy,2020,Proportion,Not reported,0.01
Japan,2020,Proportion,Not reported,0.01
Korea,2020,Proportion,Not reported,0
Luxembourg,2020,Proportion,Not reported,0
Netherlands,2020,Proportion,Not reported,0
New Zealand,2020,Proportion,Not reported,0.01
Norway,2020,Proportion,Not reported,0
Poland,2020,Proportion,Not reported,0.06
Saudi Arabia,2020,Proportion,Not reported,0
Slovakia,2020,Proportion,Not reported,0
Slovenia,2020,Proportion,Not reported,0.48
Spain,2020,Proportion,Not reported,0.04
Sweden,2020,Proportion,Not reported,0
Switzerland,2020,Proportion,Not reported,0.02
UAE,2020,Proportion,Not reported,0.01
UK,2020,Proportion,Not reported,0.01
US,2020,Proportion,Not reported,0.02
All donors,2020,Proportion,Other,0.01
Australia,2020,Proportion,Other,0.02
Belgium,2020,Proportion,Other,0.01
Canada,2020,Proportion,Other,0
Czech Republic,2020,Proportion,Other,0
Denmark,2020,Proportion,Other,0
EU institutions,2020,Proportion,Other,0
Finland,2020,Proportion,Other,0
France,2020,Proportion,Other,0.01
Germany,2020,Proportion,Other,0
Greece,2020,Proportion,Other,0
Hungary,2020,Proportion,Other,0
Iceland,2020,Proportion,Other,0
Ireland,2020,Proportion,Other,0
Italy,2020,Proportion,Other,0
Japan,2020,Proportion,Other,0
Korea,2020,Proportion,Other,0
Luxembourg,2020,Proportion,Other,0.01
Netherlands,2020,Proportion,Other,0
New Zealand,2020,Proportion,Other,0
Norway,2020,Proportion,Other,0.01
Poland,2020,Proportion,Other,0.17
Saudi Arabia,2020,Proportion,Other,0.04
Slovakia,2020,Proportion,Other,0
Slovenia,2020,Proportion,Other,0
Spain,2020,Proportion,Other,0.02
Sweden,2020,Proportion,Other,0
Switzerland,2020,Proportion,Other,0.01
UAE,2020,Proportion,Other,0
UK,2020,Proportion,Other,0.01
US,2020,Proportion,Other,0
All donors,2021,Proportion,Multilateral organisations,0.53
Australia,2021,Proportion,Multilateral organisations,0.64
Belgium,2021,Proportion,Multilateral organisations,0.33
Canada,2021,Proportion,Multilateral organisations,0.6
Czech Republic,2021,Proportion,Multilateral organisations,1
Denmark,2021,Proportion,Multilateral organisations,0.37
EU institutions,2021,Proportion,Multilateral organisations,0.33
Finland,2021,Proportion,Multilateral organisations,0.59
France,2021,Proportion,Multilateral organisations,0.49
Germany,2021,Proportion,Multilateral organisations,0.64
Greece,2021,Proportion,Multilateral organisations,0.8
Hungary,2021,Proportion,Multilateral organisations,
Iceland,2021,Proportion,Multilateral organisations,0.66
Ireland,2021,Proportion,Multilateral organisations,0.32
Italy,2021,Proportion,Multilateral organisations,0.65
Japan,2021,Proportion,Multilateral organisations,0.8
Korea,2021,Proportion,Multilateral organisations,0.88
Luxembourg,2021,Proportion,Multilateral organisations,0.38
Netherlands,2021,Proportion,Multilateral organisations,0.29
New Zealand,2021,Proportion,Multilateral organisations,0.57
Norway,2021,Proportion,Multilateral organisations,0.43
Poland,2021,Proportion,Multilateral organisations,1
Saudi Arabia,2021,Proportion,Multilateral organisations,0.15
Slovakia,2021,Proportion,Multilateral organisations,0.04
Slovenia,2021,Proportion,Multilateral organisations,1
Spain,2021,Proportion,Multilateral organisations,0.33
Sweden,2021,Proportion,Multilateral organisations,0.53
Switzerland,2021,Proportion,Multilateral organisations,0.42
UAE,2021,Proportion,Multilateral organisations,0.07
UK,2021,Proportion,Multilateral organisations,0.55
US,2021,Proportion,Multilateral organisations,0.61
All donors,2021,Proportion,NGOs,0.18
Australia,2021,Proportion,NGOs,0.07
Belgium,2021,Proportion,NGOs,0.17
Canada,2021,Proportion,NGOs,0.18
Czech Republic,2021,Proportion,NGOs,0
Denmark,2021,Proportion,NGOs,0.28
EU institutions,2021,Proportion,NGOs,0.22
Finland,2021,Proportion,NGOs,0.08
France,2021,Proportion,NGOs,0.3
Germany,2021,Proportion,NGOs,0.1
Greece,2021,Proportion,NGOs,0
Hungary,2021,Proportion,NGOs,
Iceland,2021,Proportion,NGOs,0
Ireland,2021,Proportion,NGOs,0.17
Italy,2021,Proportion,NGOs,0.03
Japan,2021,Proportion,NGOs,0.04
Korea,2021,Proportion,NGOs,0
Luxembourg,2021,Proportion,NGOs,0.11
Netherlands,2021,Proportion,NGOs,0.23
New Zealand,2021,Proportion,NGOs,0.07
Norway,2021,Proportion,NGOs,0.29
Poland,2021,Proportion,NGOs,0
Saudi Arabia,2021,Proportion,NGOs,0.03
Slovakia,2021,Proportion,NGOs,0.96
Slovenia,2021,Proportion,NGOs,0
Spain,2021,Proportion,NGOs,0.15
Sweden,2021,Proportion,NGOs,0.25
Switzerland,2021,Proportion,NGOs,0.13
UAE,2021,Proportion,NGOs,0
UK,2021,Proportion,NGOs,0.14
US,2021,Proportion,NGOs,0.25
All donors,2021,Proportion,RCRC,0.06
Australia,2021,Proportion,RCRC,0.14
Belgium,2021,Proportion,RCRC,0.19
Canada,2021,Proportion,RCRC,0.12
Czech Republic,2021,Proportion,RCRC,0
Denmark,2021,Proportion,RCRC,0.13
EU institutions,2021,Proportion,RCRC,0.13
Finland,2021,Proportion,RCRC,0.15
France,2021,Proportion,RCRC,0.04
Germany,2021,Proportion,RCRC,0.05
Greece,2021,Proportion,RCRC,0
Hungary,2021,Proportion,RCRC,
Iceland,2021,Proportion,RCRC,0
Ireland,2021,Proportion,RCRC,0.18
Italy,2021,Proportion,RCRC,0.04
Japan,2021,Proportion,RCRC,0.06
Korea,2021,Proportion,RCRC,0
Luxembourg,2021,Proportion,RCRC,0.15
Netherlands,2021,Proportion,RCRC,0.05
New Zealand,2021,Proportion,RCRC,0.18
Norway,2021,Proportion,RCRC,0.13
Poland,2021,Proportion,RCRC,0
Saudi Arabia,2021,Proportion,RCRC,0
Slovakia,2021,Proportion,RCRC,0
Slovenia,2021,Proportion,RCRC,0
Spain,2021,Proportion,RCRC,0.14
Sweden,2021,Proportion,RCRC,0.09
Switzerland,2021,Proportion,RCRC,0.32
UAE,2021,Proportion,RCRC,0.09
UK,2021,Proportion,RCRC,0.07
US,2021,Proportion,RCRC,0.02
All donors,2021,Proportion,Public sector,0.04
Australia,2021,Proportion,Public sector,0.02
Belgium,2021,Proportion,Public sector,0
Canada,2021,Proportion,Public sector,0
Czech Republic,2021,Proportion,Public sector,0
Denmark,2021,Proportion,Public sector,0
EU institutions,2021,Proportion,Public sector,0
Finland,2021,Proportion,Public sector,0
France,2021,Proportion,Public sector,0.01
Germany,2021,Proportion,Public sector,0.07
Greece,2021,Proportion,Public sector,0
Hungary,2021,Proportion,Public sector,
Iceland,2021,Proportion,Public sector,0
Ireland,2021,Proportion,Public sector,0
Italy,2021,Proportion,Public sector,0.15
Japan,2021,Proportion,Public sector,0.01
Korea,2021,Proportion,Public sector,0
Luxembourg,2021,Proportion,Public sector,0
Netherlands,2021,Proportion,Public sector,0
New Zealand,2021,Proportion,Public sector,0.1
Norway,2021,Proportion,Public sector,0
Poland,2021,Proportion,Public sector,0
Saudi Arabia,2021,Proportion,Public sector,0.55
Slovakia,2021,Proportion,Public sector,0
Slovenia,2021,Proportion,Public sector,0
Spain,2021,Proportion,Public sector,0
Sweden,2021,Proportion,Public sector,0
Switzerland,2021,Proportion,Public sector,0.05
UAE,2021,Proportion,Public sector,0.22
UK,2021,Proportion,Public sector,0
US,2021,Proportion,Public sector,0
All donors,2021,Proportion,Pooled fund,0.07
Australia,2021,Proportion,Pooled fund,0.05
Belgium,2021,Proportion,Pooled fund,0.3
Canada,2021,Proportion,Pooled fund,0.09
Czech Republic,2021,Proportion,Pooled fund,0
Denmark,2021,Proportion,Pooled fund,0.18
EU institutions,2021,Proportion,Pooled fund,0
Finland,2021,Proportion,Pooled fund,0.15
France,2021,Proportion,Pooled fund,0.1
Germany,2021,Proportion,Pooled fund,0.12
Greece,2021,Proportion,Pooled fund,0.2
Hungary,2021,Proportion,Pooled fund,
Iceland,2021,Proportion,Pooled fund,0.34
Ireland,2021,Proportion,Pooled fund,0.32
Italy,2021,Proportion,Pooled fund,0.12
Japan,2021,Proportion,Pooled fund,0
Korea,2021,Proportion,Pooled fund,0.12
Luxembourg,2021,Proportion,Pooled fund,0.36
Netherlands,2021,Proportion,Pooled fund,0.44
New Zealand,2021,Proportion,Pooled fund,0.08
Norway,2021,Proportion,Pooled fund,0.13
Poland,2021,Proportion,Pooled fund,0
Saudi Arabia,2021,Proportion,Pooled fund,0.16
Slovakia,2021,Proportion,Pooled fund,0
Slovenia,2021,Proportion,Pooled fund,0
Spain,2021,Proportion,Pooled fund,0.06
Sweden,2021,Proportion,Pooled fund,0.11
Switzerland,2021,Proportion,Pooled fund,0.06
UAE,2021,Proportion,Pooled fund,0.61
UK,2021,Proportion,Pooled fund,0.22
US,2021,Proportion,Pooled fund,0
All donors,2021,Proportion,Not reported,0.07
Australia,2021,Proportion,Not reported,0.07
Belgium,2021,Proportion,Not reported,0
Canada,2021,Proportion,Not reported,0
Czech Republic,2021,Proportion,Not reported,0
Denmark,2021,Proportion,Not reported,0
EU institutions,2021,Proportion,Not reported,0.29
Finland,2021,Proportion,Not reported,0
France,2021,Proportion,Not reported,0
Germany,2021,Proportion,Not reported,0
Greece,2021,Proportion,Not reported,0
Hungary,2021,Proportion,Not reported,
Iceland,2021,Proportion,Not reported,0
Ireland,2021,Proportion,Not reported,0
Italy,2021,Proportion,Not reported,0
Japan,2021,Proportion,Not reported,0.09
Korea,2021,Proportion,Not reported,0
Luxembourg,2021,Proportion,Not reported,0
Netherlands,2021,Proportion,Not reported,0
New Zealand,2021,Proportion,Not reported,0
Norway,2021,Proportion,Not reported,0
Poland,2021,Proportion,Not reported,0
Saudi Arabia,2021,Proportion,Not reported,0
Slovakia,2021,Proportion,Not reported,0
Slovenia,2021,Proportion,Not reported,0
Spain,2021,Proportion,Not reported,0.06
Sweden,2021,Proportion,Not reported,0.01
Switzerland,2021,Proportion,Not reported,0.01
UAE,2021,Proportion,Not reported,0
UK,2021,Proportion,Not reported,0
US,2021,Proportion,Not reported,0.07
All donors,2021,Proportion,Other,0.04
Australia,2021,Proportion,Other,0.02
Belgium,2021,Proportion,Other,0
Canada,2021,Proportion,Other,0
Czech Republic,2021,Proportion,Other,0
Denmark,2021,Proportion,Other,0.04
EU institutions,2021,Proportion,Other,0.03
Finland,2021,Proportion,Other,0.03
France,2021,Proportion,Other,0.07
Germany,2021,Proportion,Other,0.02
Greece,2021,Proportion,Other,0
Hungary,2021,Proportion,Other,
Iceland,2021,Proportion,Other,0
Ireland,2021,Proportion,Other,0.01
Italy,2021,Proportion,Other,0.01
Japan,2021,Proportion,Other,0
Korea,2021,Proportion,Other,0
Luxembourg,2021,Proportion,Other,0
Netherlands,2021,Proportion,Other,0
New Zealand,2021,Proportion,Other,0.01
Norway,2021,Proportion,Other,0.01
Poland,2021,Proportion,Other,0
Saudi Arabia,2021,Proportion,Other,0.1
Slovakia,2021,Proportion,Other,0
Slovenia,2021,Proportion,Other,0
Spain,2021,Proportion,Other,0.25
Sweden,2021,Proportion,Other,0
Switzerland,2021,Proportion,Other,0
UAE,2021,Proportion,Other,0
UK,2021,Proportion,Other,0.02
US,2021,Proportion,Other,0.06
All donors,2022,Proportion,Multilateral organisations,0.63
Australia,2022,Proportion,Multilateral organisations,0.84
Belgium,2022,Proportion,Multilateral organisations,0.4
Canada,2022,Proportion,Multilateral organisations,0.63
Czech Republic,2022,Proportion,Multilateral organisations,0.97
Denmark,2022,Proportion,Multilateral organisations,0.43
EU institutions,2022,Proportion,Multilateral organisations,0.4
Finland,2022,Proportion,Multilateral organisations,0.53
France,2022,Proportion,Multilateral organisations,0.62
Germany,2022,Proportion,Multilateral organisations,0.71
Greece,2022,Proportion,Multilateral organisations,0.97
Hungary,2022,Proportion,Multilateral organisations,
Iceland,2022,Proportion,Multilateral organisations,0.69
Ireland,2022,Proportion,Multilateral organisations,0.4
Italy,2022,Proportion,Multilateral organisations,0.72
Japan,2022,Proportion,Multilateral organisations,0.51
Korea,2022,Proportion,Multilateral organisations,0.68
Luxembourg,2022,Proportion,Multilateral organisations,0.5
Netherlands,2022,Proportion,Multilateral organisations,0.34
New Zealand,2022,Proportion,Multilateral organisations,0.61
Norway,2022,Proportion,Multilateral organisations,0.5
Poland,2022,Proportion,Multilateral organisations,0.73
