Donor,Year,Display,Series,Value
US,2022,Volumes,Bilateral,"14,955.50"
US,2022,Volumes,Multilateral through UN and others,14
US,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
All donors,2013,Proportions,Bilateral,76.22
All donors,2013,Proportions,Multilateral through UN and others,11.52
All donors,2013,Proportions,Contributions to EU institutions' humanitarian assistance,12.27
All donors,2014,Proportions,Bilateral,79.46
All donors,2014,Proportions,Multilateral through UN and others,9.28
All donors,2014,Proportions,Contributions to EU institutions' humanitarian assistance,11.26
All donors,2015,Proportions,Bilateral,80.83
All donors,2015,Proportions,Multilateral through UN and others,10.15
All donors,2015,Proportions,Contributions to EU institutions' humanitarian assistance,9.03
All donors,2016,Proportions,Bilateral,76.82
All donors,2016,Proportions,Multilateral through UN and others,8.40
All donors,2016,Proportions,Contributions to EU institutions' humanitarian assistance,14.78
All donors,2017,Proportions,Bilateral,78.86
All donors,2017,Proportions,Multilateral through UN and others,10.14
All donors,2017,Proportions,Contributions to EU institutions' humanitarian assistance,11.00
All donors,2018,Proportions,Bilateral,79.78
All donors,2018,Proportions,Multilateral through UN and others,11.10
All donors,2018,Proportions,Contributions to EU institutions' humanitarian assistance,9.12
All donors,2019,Proportions,Bilateral,79.25
All donors,2019,Proportions,Multilateral through UN and others,11.68
All donors,2019,Proportions,Contributions to EU institutions' humanitarian assistance,9.06
All donors,2020,Proportions,Bilateral,78.51
All donors,2020,Proportions,Multilateral through UN and others,10.88
All donors,2020,Proportions,Contributions to EU institutions' humanitarian assistance,10.60
All donors,2021,Proportions,Bilateral,79.95
All donors,2021,Proportions,Multilateral through UN and others,8.98
All donors,2021,Proportions,Contributions to EU institutions' humanitarian assistance,11.07
All donors,2022,Proportions,Bilateral,84.54
All donors,2022,Proportions,Multilateral through UN and others,5.00
All donors,2022,Proportions,Contributions to EU institutions' humanitarian assistance,10.46
Australia,2013,Proportions,Bilateral,78.28
Australia,2013,Proportions,Multilateral through UN and others,21.72
Australia,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2014,Proportions,Bilateral,79.92
Australia,2014,Proportions,Multilateral through UN and others,20.08
Australia,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2015,Proportions,Bilateral,79.41
Australia,2015,Proportions,Multilateral through UN and others,20.59
Australia,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2016,Proportions,Bilateral,70.06
Australia,2016,Proportions,Multilateral through UN and others,29.94
Australia,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2017,Proportions,Bilateral,81.49
Australia,2017,Proportions,Multilateral through UN and others,18.51
Australia,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2018,Proportions,Bilateral,79.24
Australia,2018,Proportions,Multilateral through UN and others,20.76
Australia,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2019,Proportions,Bilateral,87.39
Australia,2019,Proportions,Multilateral through UN and others,12.61
Australia,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2020,Proportions,Bilateral,88.14
Australia,2020,Proportions,Multilateral through UN and others,11.86
Australia,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2021,Proportions,Bilateral,91.85
Australia,2021,Proportions,Multilateral through UN and others,8.15
Australia,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2022,Proportions,Bilateral,90.66
Australia,2022,Proportions,Multilateral through UN and others,9.34
Australia,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Austria,2013,Proportions,Bilateral,24.82
Austria,2013,Proportions,Multilateral through UN and others,8.99
Austria,2013,Proportions,Multilateral through UN and others,66.19
Austria,2014,Proportions,Multilateral through UN and others,25.44
Austria,2014,Proportions,Multilateral through UN and others,8.13
Austria,2014,Proportions,Multilateral through UN and others,66.42
Austria,2015,Proportions,Multilateral through UN and others,32.42
Austria,2015,Proportions,Multilateral through UN and others,9.92
Austria,2015,Proportions,Multilateral through UN and others,57.66
Austria,2016,Proportions,Multilateral through UN and others,28.67
Austria,2016,Proportions,Multilateral through UN and others,6.30
Austria,2016,Proportions,Multilateral through UN and others,65.02
Austria,2017,Proportions,Multilateral through UN and others,46.37
Austria,2017,Proportions,Multilateral through UN and others,8.06
Austria,2017,Proportions,Multilateral through UN and others,45.57
Austria,2018,Proportions,Multilateral through UN and others,28.07
Austria,2018,Proportions,Multilateral through UN and others,11.37
Austria,2018,Proportions,Multilateral through UN and others,60.56
Austria,2019,Proportions,Multilateral through UN and others,38.93
Austria,2019,Proportions,Multilateral through UN and others,12.79
Austria,2019,Proportions,Multilateral through UN and others,48.28
Austria,2020,Proportions,Multilateral through UN and others,43.68
Austria,2020,Proportions,Multilateral through UN and others,9.53
Austria,2020,Proportions,Multilateral through UN and others,46.80
Austria,2021,Proportions,Multilateral through UN and others,54.84
Austria,2021,Proportions,Multilateral through UN and others,7.65
Austria,2021,Proportions,Multilateral through UN and others,37.51
Austria,2022,Proportions,Multilateral through UN and others,61.21
Austria,2022,Proportions,Multilateral through UN and others,5.87
Austria,2022,Proportions,Multilateral through UN and others,32.93
Belgium,2013,Proportions,Bilateral,53.96
Belgium,2013,Proportions,Multilateral through UN and others,17.38
Belgium,2013,Proportions,Contributions to EU institutions' humanitarian assistance,28.66
Belgium,2014,Proportions,Bilateral,28.28
Belgium,2014,Proportions,Multilateral through UN and others,30.47
Belgium,2014,Proportions,Contributions to EU institutions' humanitarian assistance,41.25
Belgium,2015,Proportions,Bilateral,57.42
Belgium,2015,Proportions,Multilateral through UN and others,14.80
Belgium,2015,Proportions,Contributions to EU institutions' humanitarian assistance,27.79
Belgium,2016,Proportions,Bilateral,60.08
Belgium,2016,Proportions,Multilateral through UN and others,9.04
Belgium,2016,Proportions,Contributions to EU institutions' humanitarian assistance,30.88
Belgium,2017,Proportions,Bilateral,52.30
Belgium,2017,Proportions,Multilateral through UN and others,13.36
Belgium,2017,Proportions,Contributions to EU institutions' humanitarian assistance,34.35
Belgium,2018,Proportions,Bilateral,57.80
Belgium,2018,Proportions,Multilateral through UN and others,13.76
Belgium,2018,Proportions,Contributions to EU institutions' humanitarian assistance,28.44
Belgium,2019,Proportions,Bilateral,50.86
Belgium,2019,Proportions,Multilateral through UN and others,20.52
Belgium,2019,Proportions,Contributions to EU institutions' humanitarian assistance,28.62
Belgium,2020,Proportions,Bilateral,51.86
Belgium,2020,Proportions,Multilateral through UN and others,19.08
Belgium,2020,Proportions,Contributions to EU institutions' humanitarian assistance,29.06
Belgium,2021,Proportions,Bilateral,46.62
Belgium,2021,Proportions,Multilateral through UN and others,19.05
Belgium,2021,Proportions,Contributions to EU institutions' humanitarian assistance,34.33
Belgium,2022,Proportions,Bilateral,45.70
Belgium,2022,Proportions,Multilateral through UN and others,16.56
Belgium,2022,Proportions,Contributions to EU institutions' humanitarian assistance,37.74
Canada,2013,Proportions,Bilateral,88.32
Canada,2013,Proportions,Multilateral through UN and others,11.68
Canada,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2014,Proportions,Bilateral,90.92
Canada,2014,Proportions,Multilateral through UN and others,9.08
Canada,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2015,Proportions,Bilateral,90.49
Canada,2015,Proportions,Multilateral through UN and others,9.51
Canada,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2016,Proportions,Bilateral,85.93
Canada,2016,Proportions,Multilateral through UN and others,14.07
Canada,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2017,Proportions,Bilateral,87.57
Canada,2017,Proportions,Multilateral through UN and others,12.43
Canada,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2018,Proportions,Bilateral,87.62
Canada,2018,Proportions,Multilateral through UN and others,12.38
Canada,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2019,Proportions,Bilateral,85.54
Canada,2019,Proportions,Multilateral through UN and others,14.46
Canada,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2020,Proportions,Bilateral,86.12
Canada,2020,Proportions,Multilateral through UN and others,13.88
Canada,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2021,Proportions,Bilateral,88.51
Canada,2021,Proportions,Multilateral through UN and others,11.49
Canada,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Canada,2022,Proportions,Bilateral,88.58
Canada,2022,Proportions,Multilateral through UN and others,11.42
Canada,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Czech Republic,2013,Proportions,Bilateral,20.76
Czech Republic,2013,Proportions,Multilateral through UN and others,1.97
Czech Republic,2013,Proportions,Contributions to EU institutions' humanitarian assistance,77.26
Czech Republic,2014,Proportions,Bilateral,24.78
Czech Republic,2014,Proportions,Multilateral through UN and others,0.82
Czech Republic,2014,Proportions,Contributions to EU institutions' humanitarian assistance,74.40
Czech Republic,2015,Proportions,Bilateral,35.05
Czech Republic,2015,Proportions,Multilateral through UN and others,1.75
Czech Republic,2015,Proportions,Contributions to EU institutions' humanitarian assistance,63.20
Czech Republic,2016,Proportions,Bilateral,25.04
Czech Republic,2016,Proportions,Multilateral through UN and others,0.80
Czech Republic,2016,Proportions,Contributions to EU institutions' humanitarian assistance,74.16
Czech Republic,2017,Proportions,Bilateral,19.93
Czech Republic,2017,Proportions,Multilateral through UN and others,2.49
Czech Republic,2017,Proportions,Contributions to EU institutions' humanitarian assistance,77.57
Czech Republic,2018,Proportions,Bilateral,35.79
Czech Republic,2018,Proportions,Multilateral through UN and others,5.77
Czech Republic,2018,Proportions,Contributions to EU institutions' humanitarian assistance,58.44
Czech Republic,2019,Proportions,Bilateral,37.31
Czech Republic,2019,Proportions,Multilateral through UN and others,1.60
Czech Republic,2019,Proportions,Contributions to EU institutions' humanitarian assistance,61.09
Czech Republic,2020,Proportions,Bilateral,37.59
Czech Republic,2020,Proportions,Multilateral through UN and others,1.50
Czech Republic,2020,Proportions,Contributions to EU institutions' humanitarian assistance,60.91
Czech Republic,2021,Proportions,Bilateral,24.90
Czech Republic,2021,Proportions,Multilateral through UN and others,0.99
Czech Republic,2021,Proportions,Contributions to EU institutions' humanitarian assistance,74.11
Czech Republic,2022,Proportions,Bilateral,41.32
Czech Republic,2022,Proportions,Multilateral through UN and others,0.97
Czech Republic,2022,Proportions,Contributions to EU institutions' humanitarian assistance,57.71
Denmark,2013,Proportions,Bilateral,65.48
Denmark,2013,Proportions,Multilateral through UN and others,23.75
Denmark,2013,Proportions,Contributions to EU institutions' humanitarian assistance,10.77
Denmark,2014,Proportions,Bilateral,60.71
Denmark,2014,Proportions,Multilateral through UN and others,28.97
Denmark,2014,Proportions,Contributions to EU institutions' humanitarian assistance,10.31
Denmark,2015,Proportions,Bilateral,59.19
Denmark,2015,Proportions,Multilateral through UN and others,29.60
Denmark,2015,Proportions,Contributions to EU institutions' humanitarian assistance,11.21
Denmark,2016,Proportions,Bilateral,59.06
Denmark,2016,Proportions,Multilateral through UN and others,26.75
Denmark,2016,Proportions,Contributions to EU institutions' humanitarian assistance,14.19
Denmark,2017,Proportions,Bilateral,67.77
Denmark,2017,Proportions,Multilateral through UN and others,22.98
Denmark,2017,Proportions,Contributions to EU institutions' humanitarian assistance,9.25
Denmark,2018,Proportions,Bilateral,69.53
Denmark,2018,Proportions,Multilateral through UN and others,21.56
Denmark,2018,Proportions,Contributions to EU institutions' humanitarian assistance,8.91
Denmark,2019,Proportions,Bilateral,73.37
Denmark,2019,Proportions,Multilateral through UN and others,18.93
Denmark,2019,Proportions,Contributions to EU institutions' humanitarian assistance,7.70
Denmark,2020,Proportions,Bilateral,69.00
Denmark,2020,Proportions,Multilateral through UN and others,20.99
Denmark,2020,Proportions,Contributions to EU institutions' humanitarian assistance,10.00
Denmark,2021,Proportions,Bilateral,68.51
Denmark,2021,Proportions,Multilateral through UN and others,19.93
Denmark,2021,Proportions,Contributions to EU institutions' humanitarian assistance,11.56
Denmark,2022,Proportions,Bilateral,79.88
Denmark,2022,Proportions,Multilateral through UN and others,5.75
Denmark,2022,Proportions,Contributions to EU institutions' humanitarian assistance,14.37
EU institutions,2013,Proportions,Bilateral,93.74
EU institutions,2013,Proportions,Multilateral through UN and others,6.26
EU institutions,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2014,Proportions,Bilateral,99.73
EU institutions,2014,Proportions,Multilateral through UN and others,0.27
EU institutions,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2015,Proportions,Bilateral,99.99
EU institutions,2015,Proportions,Multilateral through UN and others,0.01
EU institutions,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2016,Proportions,Bilateral,100.00
EU institutions,2016,Proportions,Multilateral through UN and others,0.00
EU institutions,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2017,Proportions,Bilateral,95.36
EU institutions,2017,Proportions,Multilateral through UN and others,4.64
EU institutions,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2018,Proportions,Bilateral,94.70
EU institutions,2018,Proportions,Multilateral through UN and others,5.30
EU institutions,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2019,Proportions,Bilateral,94.89
EU institutions,2019,Proportions,Multilateral through UN and others,5.11
EU institutions,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2020,Proportions,Bilateral,96.32
EU institutions,2020,Proportions,Multilateral through UN and others,3.68
EU institutions,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2021,Proportions,Bilateral,98.27
EU institutions,2021,Proportions,Multilateral through UN and others,1.73
EU institutions,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
EU institutions,2022,Proportions,Bilateral,100.00
EU institutions,2022,Proportions,Multilateral through UN and others,0.00
EU institutions,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Finland,2013,Proportions,Bilateral,58.34
Finland,2013,Proportions,Multilateral through UN and others,25.55
Finland,2013,Proportions,Contributions to EU institutions' humanitarian assistance,16.10
Finland,2014,Proportions,Bilateral,61.35
Finland,2014,Proportions,Multilateral through UN and others,22.44
Finland,2014,Proportions,Contributions to EU institutions' humanitarian assistance,16.22
Finland,2015,Proportions,Bilateral,54.43
Finland,2015,Proportions,Multilateral through UN and others,30.30
Finland,2015,Proportions,Contributions to EU institutions' humanitarian assistance,15.27
Finland,2016,Proportions,Bilateral,48.29
Finland,2016,Proportions,Multilateral through UN and others,22.95
Finland,2016,Proportions,Contributions to EU institutions' humanitarian assistance,28.76
Finland,2017,Proportions,Bilateral,45.77
Finland,2017,Proportions,Multilateral through UN and others,27.16
Finland,2017,Proportions,Contributions to EU institutions' humanitarian assistance,27.07
Finland,2018,Proportions,Bilateral,37.75
Finland,2018,Proportions,Multilateral through UN and others,37.48
Finland,2018,Proportions,Contributions to EU institutions' humanitarian assistance,24.77
Finland,2019,Proportions,Bilateral,42.77
Finland,2019,Proportions,Multilateral through UN and others,32.13
Finland,2019,Proportions,Contributions to EU institutions' humanitarian assistance,25.10
Finland,2020,Proportions,Bilateral,48.50
Finland,2020,Proportions,Multilateral through UN and others,30.29
Finland,2020,Proportions,Contributions to EU institutions' humanitarian assistance,21.20
Finland,2021,Proportions,Bilateral,43.00
Finland,2021,Proportions,Multilateral through UN and others,30.69
Finland,2021,Proportions,Contributions to EU institutions' humanitarian assistance,26.31
Finland,2022,Proportions,Bilateral,49.43
Finland,2022,Proportions,Multilateral through UN and others,21.47
Finland,2022,Proportions,Contributions to EU institutions' humanitarian assistance,29.10
France,2013,Proportions,Bilateral,9.64
France,2013,Proportions,Multilateral through UN and others,10.45
France,2013,Proportions,Contributions to EU institutions' humanitarian assistance,79.92
France,2014,Proportions,Bilateral,10.15
France,2014,Proportions,Multilateral through UN and others,9.34
France,2014,Proportions,Contributions to EU institutions' humanitarian assistance,80.51
France,2015,Proportions,Bilateral,9.26
France,2015,Proportions,Multilateral through UN and others,22.78
France,2015,Proportions,Contributions to EU institutions' humanitarian assistance,67.96
France,2016,Proportions,Bilateral,20.03
France,2016,Proportions,Multilateral through UN and others,10.53
France,2016,Proportions,Contributions to EU institutions' humanitarian assistance,69.44
France,2017,Proportions,Bilateral,14.61
France,2017,Proportions,Multilateral through UN and others,14.84
France,2017,Proportions,Contributions to EU institutions' humanitarian assistance,70.54
France,2018,Proportions,Bilateral,17.00
France,2018,Proportions,Multilateral through UN and others,20.13
France,2018,Proportions,Contributions to EU institutions' humanitarian assistance,62.88
France,2019,Proportions,Bilateral,25.27
France,2019,Proportions,Multilateral through UN and others,16.17
France,2019,Proportions,Contributions to EU institutions' humanitarian assistance,58.55
France,2020,Proportions,Bilateral,18.13
France,2020,Proportions,Multilateral through UN and others,16.15
France,2020,Proportions,Contributions to EU institutions' humanitarian assistance,65.72
France,2021,Proportions,Bilateral,10.91
France,2021,Proportions,Multilateral through UN and others,20.94
France,2021,Proportions,Contributions to EU institutions' humanitarian assistance,68.15
France,2022,Proportions,Bilateral,51.58
France,2022,Proportions,Multilateral through UN and others,0.65
France,2022,Proportions,Contributions to EU institutions' humanitarian assistance,47.77
Germany,2013,Proportions,Bilateral,54.70
Germany,2013,Proportions,Multilateral through UN and others,8.20
Germany,2013,Proportions,Contributions to EU institutions' humanitarian assistance,37.10
Germany,2014,Proportions,Bilateral,59.77
Germany,2014,Proportions,Multilateral through UN and others,6.93
Germany,2014,Proportions,Contributions to EU institutions' humanitarian assistance,33.30
Germany,2015,Proportions,Bilateral,64.18
Germany,2015,Proportions,Multilateral through UN and others,7.71
Germany,2015,Proportions,Contributions to EU institutions' humanitarian assistance,28.11
Germany,2016,Proportions,Bilateral,73.29
Germany,2016,Proportions,Multilateral through UN and others,4.75
Germany,2016,Proportions,Contributions to EU institutions' humanitarian assistance,21.96
Germany,2017,Proportions,Bilateral,79.76
Germany,2017,Proportions,Multilateral through UN and others,5.33
Germany,2017,Proportions,Contributions to EU institutions' humanitarian assistance,14.91
Germany,2018,Proportions,Bilateral,78.75
Germany,2018,Proportions,Multilateral through UN and others,6.99
Germany,2018,Proportions,Contributions to EU institutions' humanitarian assistance,14.25
Germany,2019,Proportions,Bilateral,75.31
Germany,2019,Proportions,Multilateral through UN and others,8.94
Germany,2019,Proportions,Contributions to EU institutions' humanitarian assistance,15.75
Germany,2020,Proportions,Bilateral,69.99
Germany,2020,Proportions,Multilateral through UN and others,10.89
Germany,2020,Proportions,Contributions to EU institutions' humanitarian assistance,19.12
Germany,2021,Proportions,Bilateral,72.44
Germany,2021,Proportions,Multilateral through UN and others,8.89
Germany,2021,Proportions,Contributions to EU institutions' humanitarian assistance,18.67
Germany,2022,Proportions,Bilateral,82.63
Germany,2022,Proportions,Multilateral through UN and others,2.53
Germany,2022,Proportions,Contributions to EU institutions' humanitarian assistance,14.84
Greece,2013,Proportions,Bilateral,0.83
Greece,2013,Proportions,Multilateral through UN and others,0.65
Greece,2013,Proportions,Contributions to EU institutions' humanitarian assistance,98.53
Greece,2014,Proportions,Bilateral,3.58
Greece,2014,Proportions,Multilateral through UN and others,0.53
Greece,2014,Proportions,Contributions to EU institutions' humanitarian assistance,95.88
Greece,2015,Proportions,Bilateral,0.28
Greece,2015,Proportions,Multilateral through UN and others,1.29
Greece,2015,Proportions,Contributions to EU institutions' humanitarian assistance,98.43
Greece,2016,Proportions,Bilateral,15.66
Greece,2016,Proportions,Multilateral through UN and others,0.42
Greece,2016,Proportions,Contributions to EU institutions' humanitarian assistance,83.92
Greece,2017,Proportions,Bilateral,27.31
Greece,2017,Proportions,Multilateral through UN and others,1.96
Greece,2017,Proportions,Contributions to EU institutions' humanitarian assistance,70.72
Greece,2018,Proportions,Bilateral,16.76
Greece,2018,Proportions,Multilateral through UN and others,0.70
Greece,2018,Proportions,Contributions to EU institutions' humanitarian assistance,82.54
Greece,2019,Proportions,Bilateral,12.92
Greece,2019,Proportions,Multilateral through UN and others,0.49
Greece,2019,Proportions,Contributions to EU institutions' humanitarian assistance,86.59
Greece,2020,Proportions,Bilateral,10.68
Greece,2020,Proportions,Multilateral through UN and others,0.62
Greece,2020,Proportions,Contributions to EU institutions' humanitarian assistance,88.70
Greece,2021,Proportions,Bilateral,6.95
Greece,2021,Proportions,Multilateral through UN and others,0.43
Greece,2021,Proportions,Contributions to EU institutions' humanitarian assistance,92.61
Greece,2022,Proportions,Bilateral,1.87
Greece,2022,Proportions,Multilateral through UN and others,0.00
Greece,2022,Proportions,Contributions to EU institutions' humanitarian assistance,98.13
Hungary,2013,Proportions,Bilateral,0.00
Hungary,2013,Proportions,Multilateral through UN and others,7.53
Hungary,2013,Proportions,Contributions to EU institutions' humanitarian assistance,92.47
Hungary,2014,Proportions,Bilateral,3.47
Hungary,2014,Proportions,Multilateral through UN and others,1.60
Hungary,2014,Proportions,Contributions to EU institutions' humanitarian assistance,94.94
Hungary,2015,Proportions,Bilateral,9.00
Hungary,2015,Proportions,Multilateral through UN and others,5.16
Hungary,2015,Proportions,Contributions to EU institutions' humanitarian assistance,85.83
Hungary,2016,Proportions,Bilateral,1.57
Hungary,2016,Proportions,Multilateral through UN and others,1.33
Hungary,2016,Proportions,Contributions to EU institutions' humanitarian assistance,97.10
Hungary,2017,Proportions,Bilateral,1.11
Hungary,2017,Proportions,Multilateral through UN and others,2.51
Hungary,2017,Proportions,Contributions to EU institutions' humanitarian assistance,96.38
Hungary,2018,Proportions,Bilateral,25.82
Hungary,2018,Proportions,Multilateral through UN and others,7.80
Hungary,2018,Proportions,Contributions to EU institutions' humanitarian assistance,66.38
Hungary,2019,Proportions,Bilateral,35.60
Hungary,2019,Proportions,Multilateral through UN and others,1.67
Hungary,2019,Proportions,Contributions to EU institutions' humanitarian assistance,62.73
Hungary,2020,Proportions,Bilateral,22.47
Hungary,2020,Proportions,Multilateral through UN and others,1.29
Hungary,2020,Proportions,Contributions to EU institutions' humanitarian assistance,76.24
Hungary,2021,Proportions,Bilateral,14.33
Hungary,2021,Proportions,Multilateral through UN and others,1.41
Hungary,2021,Proportions,Contributions to EU institutions' humanitarian assistance,84.26
Hungary,2022,Proportions,Bilateral,88.71
Hungary,2022,Proportions,Multilateral through UN and others,2.64
Hungary,2022,Proportions,Contributions to EU institutions' humanitarian assistance,8.65
Iceland,2013,Proportions,Bilateral,0.00
Iceland,2013,Proportions,Multilateral through UN and others,100.00
Iceland,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2014,Proportions,Bilateral,84.38
Iceland,2014,Proportions,Multilateral through UN and others,15.62
Iceland,2014,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2015,Proportions,Bilateral,88.79
Iceland,2015,Proportions,Multilateral through UN and others,11.21
Iceland,2015,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2016,Proportions,Bilateral,90.80
Iceland,2016,Proportions,Multilateral through UN and others,9.20
Iceland,2016,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2017,Proportions,Bilateral,63.37
Iceland,2017,Proportions,Multilateral through UN and others,36.63
Iceland,2017,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2018,Proportions,Bilateral,74.49
Iceland,2018,Proportions,Multilateral through UN and others,25.51
Iceland,2018,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2019,Proportions,Bilateral,69.63
Iceland,2019,Proportions,Multilateral through UN and others,30.37
Iceland,2019,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2020,Proportions,Bilateral,62.16
Iceland,2020,Proportions,Multilateral through UN and others,37.84
Iceland,2020,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2021,Proportions,Bilateral,74.43
Iceland,2021,Proportions,Multilateral through UN and others,25.57
Iceland,2021,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Iceland,2022,Proportions,Bilateral,69.71
Iceland,2022,Proportions,Multilateral through UN and others,30.29
Iceland,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Ireland,2013,Proportions,Bilateral,64.50
Ireland,2013,Proportions,Multilateral through UN and others,22.86
Ireland,2013,Proportions,Contributions to EU institutions' humanitarian assistance,12.65
Ireland,2014,Proportions,Bilateral,61.86
Ireland,2014,Proportions,Multilateral through UN and others,23.32
Ireland,2014,Proportions,Contributions to EU institutions' humanitarian assistance,14.83
Ireland,2015,Proportions,Bilateral,57.84
Ireland,2015,Proportions,Multilateral through UN and others,28.99
Ireland,2015,Proportions,Contributions to EU institutions' humanitarian assistance,13.17
Ireland,2016,Proportions,Bilateral,50.28
Ireland,2016,Proportions,Multilateral through UN and others,29.52
Ireland,2016,Proportions,Contributions to EU institutions' humanitarian assistance,20.20
Ireland,2017,Proportions,Bilateral,60.49
Ireland,2017,Proportions,Multilateral through UN and others,22.12
Ireland,2017,Proportions,Contributions to EU institutions' humanitarian assistance,17.39
Ireland,2018,Proportions,Bilateral,57.16
Ireland,2018,Proportions,Multilateral through UN and others,26.91
Ireland,2018,Proportions,Contributions to EU institutions' humanitarian assistance,15.93
Ireland,2019,Proportions,Bilateral,58.75
Ireland,2019,Proportions,Multilateral through UN and others,25.74
Ireland,2019,Proportions,Contributions to EU institutions' humanitarian assistance,15.51
Ireland,2020,Proportions,Bilateral,55.54
Ireland,2020,Proportions,Multilateral through UN and others,27.06
Ireland,2020,Proportions,Contributions to EU institutions' humanitarian assistance,17.40
Ireland,2021,Proportions,Bilateral,56.20
Ireland,2021,Proportions,Multilateral through UN and others,22.68
Ireland,2021,Proportions,Contributions to EU institutions' humanitarian assistance,21.11
Ireland,2022,Proportions,Bilateral,57.16
Ireland,2022,Proportions,Multilateral through UN and others,20.08
Ireland,2022,Proportions,Contributions to EU institutions' humanitarian assistance,22.77
Italy,2013,Proportions,Bilateral,19.47
Italy,2013,Proportions,Multilateral through UN and others,9.43
Italy,2013,Proportions,Contributions to EU institutions' humanitarian assistance,71.09
Italy,2014,Proportions,Bilateral,19.42
Italy,2014,Proportions,Multilateral through UN and others,6.96
Italy,2014,Proportions,Contributions to EU institutions' humanitarian assistance,73.62
Italy,2015,Proportions,Bilateral,32.29
Italy,2015,Proportions,Multilateral through UN and others,7.26
Italy,2015,Proportions,Contributions to EU institutions' humanitarian assistance,60.45
Italy,2016,Proportions,Bilateral,28.66
Italy,2016,Proportions,Multilateral through UN and others,5.69
Italy,2016,Proportions,Contributions to EU institutions' humanitarian assistance,65.65
Italy,2017,Proportions,Bilateral,44.82
Italy,2017,Proportions,Multilateral through UN and others,7.48
Italy,2017,Proportions,Contributions to EU institutions' humanitarian assistance,47.70
Italy,2018,Proportions,Bilateral,41.25
Italy,2018,Proportions,Multilateral through UN and others,9.12
Italy,2018,Proportions,Contributions to EU institutions' humanitarian assistance,49.63
Italy,2019,Proportions,Bilateral,33.35
Italy,2019,Proportions,Multilateral through UN and others,11.45
Italy,2019,Proportions,Contributions to EU institutions' humanitarian assistance,55.20
Italy,2020,Proportions,Bilateral,31.86
Italy,2020,Proportions,Multilateral through UN and others,9.73
Italy,2020,Proportions,Contributions to EU institutions' humanitarian assistance,58.40
Italy,2021,Proportions,Bilateral,32.14
Italy,2021,Proportions,Multilateral through UN and others,9.82
Italy,2021,Proportions,Contributions to EU institutions' humanitarian assistance,58.04
Italy,2022,Proportions,Bilateral,41.28
Italy,2022,Proportions,Multilateral through UN and others,7.29
Italy,2022,Proportions,Contributions to EU institutions' humanitarian assistance,51.43
Japan,2013,Proportions,Bilateral,91.33
Japan,2013,Proportions,Multilateral through UN and others,8.67
Japan,2013,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Japan,2014,Proportions,Bilateral,91.52
